"Product_Name","GPU_Chip","Released","Bus","Memory","GPU_clock","Memory_clock","Shaders.TMUs.ROPs","Manufacturer","Classification"
"GeForce 720A","GF117","Jul 2014","PCIe 2.0 x16","2048 MB, DDR3, 64 bit","938 MHz","1000 MHz","96 / 16 / 8","AMD","Mobile"
"GeForce GT 720A","GF117","Jul 2014","PCIe 2.0 x16","2048 MB, DDR3, 64 bit","938 MHz","1000 MHz","96 / 16 / 8","AMD","Mobile"
"GeForce GT 730A","GK208","Jul 2014","PCIe 3.0 x8","2048 MB, DDR3, 128 bit","719 MHz","900 MHz","384 / 20 / 8","AMD","Mobile"
"GeForce 810M","GF117","Mar 2014","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","738 MHz","900 MHz","48 / 8 / 8","AMD","Mobile"
"GeForce 710A","GK208","Mar 2014","PCIe 3.0 x8","1024 MB, DDR3, 64 bit","719 MHz","900 MHz","192 / 16 / 8","AMD","Mobile"
"GeForce 800A","GF119","Mar 2014","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","738 MHz","900 MHz","48 / 8 / 4","AMD","Mobile"
"GeForce 800M","GF117","Mar 2014","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","738 MHz","900 MHz","48 / 8 / 8","AMD","Mobile"
"GeForce 820A","GF117","Mar 2014","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","775 MHz","900 MHz","96 / 16 / 8","AMD","Mobile"
"GeForce 840A","GM108","Mar 2014","PCIe 3.0 x8","1024 MB, DDR3, 64 bit","1029 MHz","1001 MHz","384 / 16 / 8","AMD","Mobile"
"GeForce GTX 760A","GK106","Mar 2014","PCIe 3.0 x16","2048 MB, GDDR5, 128 bit","628 MHz","1002 MHz","768 / 64 / 16","AMD","Mobile"
"GeForce GTX 850A","GM107","Mar 2014","PCIe 3.0 x16","2048 MB, DDR3, 128 bit","902 MHz","900 MHz","640 / 40 / 16","AMD","Mobile"
"GeForce 830M","GM108","Mar 2014","PCIe 3.0 x8","1024 MB, DDR3, 64 bit","1029 MHz","900 MHz","384 / 16 / 8","AMD","Mobile"
"GeForce 840M","GM108","Mar 2014","PCIe 3.0 x8","1024 MB, DDR3, 64 bit","1029 MHz","1001 MHz","384 / 16 / 8","AMD","Mobile"
"GeForce GTX 850M","GM107","Mar 2014","PCIe 3.0 x16","2048 MB, DDR3, 128 bit","902 MHz","900 MHz","640 / 40 / 16","AMD","Mobile"
"GeForce GTX 870M","GK104","Mar 2014","MXM-B (3.0)","3072 MB, GDDR5, 192 bit","941 MHz","1250 MHz","1344 / 112 / 24","AMD","Mobile"
"GeForce GTX 880M","GK104","Mar 2014","MXM-B (3.0)","8192 MB, GDDR5, 256 bit","954 MHz","1250 MHz","1536 / 128 / 32","AMD","Mobile"
"GeForce GTX 860M","GK104","Mar 2014","PCIe 3.0 x16","2048 MB, GDDR5, 128 bit","797 MHz","1250 MHz","1152 / 96 / 16","AMD","Mobile"
"GeForce GT 730M","GK208","Mar 2014","PCIe 2.0 x8","2048 MB, DDR3, 64 bit","719 MHz","900 MHz","384 / 16 / 8","AMD","Mobile"
"GeForce 825M","GK208","Jan 2014","PCIe 3.0 x8","2048 MB, DDR3, 64 bit","575 MHz","900 MHz","384 / 16 / 8","AMD","Mobile"
"GeForce GTX 860M","GM107","Jan 2014","MXM-B (3.0)","2048 MB, GDDR5, 128 bit","1020 MHz","1253 MHz","640 / 40 / 16","AMD","Mobile"
"GeForce GT 720M","GK208","Dec 2013","PCIe 2.0 x8","2048 MB, DDR3, 64 bit","719 MHz","800 MHz","192 / 16 / 8","AMD","Mobile"
"GeForce 820M","GF117","Nov 2013","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","775 MHz","900 MHz","96 / 16 / 8","AMD","Mobile"
"GeForce GT 820M","GF117","Nov 2013","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","775 MHz","900 MHz","96 / 16 / 8","AMD","Mobile"
"GeForce GT 750M Mac Edition","GK107","Nov 2013","PCIe 3.0 x16","2048 MB, GDDR5, 128 bit","926 MHz","1254 MHz","384 / 32 / 16","AMD","Mobile"
"GeForce GT 755M Mac Edition","GK107","Nov 2013","PCIe 3.0 x16","2048 MB, GDDR5, 128 bit","980 MHz","1350 MHz","384 / 32 / 16","AMD","Mobile"
"GeForce GTX 775M Mac Edition","GK104","Nov 2013","MXM-B (3.0)","2048 MB, GDDR5, 256 bit","797 MHz","1250 MHz","1344 / 112 / 32","AMD","Mobile"
"GeForce GTX 780M Mac Edition","GK104","Nov 2013","MXM-B (3.0)","4096 MB, GDDR5, 256 bit","771 MHz","1250 MHz","1536 / 128 / 32","AMD","Mobile"
"GeForce 705A","GF119","Oct 2013","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","738 MHz","900 MHz","48 / 8 / 4","AMD","Mobile"
"GeForce 705M","GF117","Sep 2013","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","738 MHz","900 MHz","48 / 8 / 8","AMD","Mobile"
"GeForce GT 740A","GK208","Aug 2013","PCIe 3.0 x8","2048 MB, DDR3, 64 bit","980 MHz","900 MHz","384 / 16 / 8","AMD","Mobile"
"GeForce GT 745A","GK107","Aug 2013","PCIe 3.0 x16","2048 MB, DDR3, 128 bit","837 MHz","900 MHz","384 / 32 / 16","AMD","Mobile"
"GeForce 710M","GK208","Jul 2013","PCIe 3.0 x8","1024 MB, DDR3, 64 bit","719 MHz","900 MHz","192 / 16 / 8","AMD","Mobile"
"GeForce GT 755M","GK107","Jun 2013","PCIe 3.0 x16","2048 MB, GDDR5, 128 bit","980 MHz","1350 MHz","384 / 32 / 16","AMD","Mobile"
"GeForce GT 740M","GK208","Jun 2013","PCIe 3.0 x8","2048 MB, DDR3, 64 bit","980 MHz","900 MHz","384 / 16 / 8","AMD","Mobile"
"GeForce GTX 760M","GK106","May 2013","PCIe 3.0 x16","2048 MB, GDDR5, 128 bit","628 MHz","1002 MHz","768 / 64 / 16","AMD","Mobile"
"GeForce GTX 765M","GK106","May 2013","MXM-B (3.0)","2048 MB, GDDR5, 128 bit","797 MHz","1002 MHz","768 / 64 / 16","AMD","Mobile"
"GeForce GTX 770M","GK106","May 2013","MXM-B (3.0)","3072 MB, GDDR5, 192 bit","706 MHz","1002 MHz","960 / 80 / 24","AMD","Mobile"
"GeForce GTX 780M","GK104","May 2013","MXM-B (3.0)","4096 MB, GDDR5, 256 bit","771 MHz","1250 MHz","1536 / 128 / 32","AMD","Mobile"
"GeForce 710A","GF117","Apr 2013","PCIe 2.0 x16","2048 MB, DDR3, 64 bit","938 MHz","1000 MHz","96 / 16 / 8","AMD","Mobile"
"GeForce 720M","GF117","Apr 2013","PCIe 2.0 x16","2048 MB, DDR3, 64 bit","625 MHz","800 MHz","96 / 16 / 8","AMD","Mobile"
"GeForce GT 720M","GF117","Apr 2013","PCIe 2.0 x16","2048 MB, DDR3, 64 bit","625 MHz","800 MHz","96 / 16 / 8","AMD","Mobile"
"GeForce GT 735M","GK208","Apr 2013","PCIe 3.0 x8","2048 MB, DDR3, 64 bit","575 MHz","900 MHz","384 / 16 / 8","AMD","Mobile"
"GeForce GT 740M","GK107","Apr 2013","PCIe 3.0 x16","2048 MB, DDR3, 128 bit","810 MHz","901 MHz","384 / 32 / 16","AMD","Mobile"
"GeForce GT 745M","GK107","Apr 2013","PCIe 3.0 x16","2048 MB, DDR3, 128 bit","837 MHz","900 MHz","384 / 32 / 16","AMD","Mobile"
"GeForce GT 745M","GK107","Apr 2013","PCIe 3.0 x16","2048 MB, GDDR5, 128 bit","549 MHz","1000 MHz","384 / 32 / 16","AMD","Mobile"
"GeForce GTX 660M Mac Edition","GK107","Apr 2013","MXM-B (3.0)","1024 MB, GDDR5, 128 bit","835 MHz","1000 MHz","384 / 32 / 16","AMD","Mobile"
"GeForce GTX 675MX Mac Edition","GK104","Apr 2013","PCIe 3.0 x16","1024 MB, GDDR5, 256 bit","719 MHz","1250 MHz","1344 / 112 / 32","AMD","Mobile"
"GeForce GT 640M Mac Edition","GK107","Feb 2013","PCIe 3.0 x16","512 MB, GDDR5, 64 bit","745 MHz","1250 MHz","384 / 32 / 8","AMD","Mobile"
"GeForce GT 730M","GK107","Jan 2013","PCIe 3.0 x16","2048 MB, DDR3, 128 bit","725 MHz","900 MHz","384 / 32 / 16","AMD","Mobile"
"GeForce 710M","GF117","Jan 2013","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","775 MHz","900 MHz","96 / 16 / 8","AMD","Mobile"
"GeForce GT 710M","GF117","Jan 2013","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","775 MHz","900 MHz","96 / 16 / 8","AMD","Mobile"
"GeForce GT 750M","GK107","Jan 2013","PCIe 3.0 x16","2048 MB, GDDR5, 128 bit","941 MHz","1000 MHz","384 / 32 / 16","AMD","Mobile"
"GeForce GTX 680MX Mac Edition","GK104","Oct 2012","PCIe 3.0 x16","2048 MB, GDDR5, 256 bit","719 MHz","1250 MHz","1536 / 128 / 32","AMD","Mobile"
"RSX Reality Synthesizer","RSX-CDX5302","Oct 2012","IGP","256 MB, GDDR3, 128 bit","550 MHz","700 MHz","24 / 8 / 24 / 8","AMD","Mobile"
"GeForce GT 625M","GF117","Oct 2012","PCIe 2.0 x16","2048 MB, DDR3, 64 bit","625 MHz","900 MHz","96 / 16 / 4","AMD","Mobile"
"GeForce GT 645M","GK107","Oct 2012","PCIe 3.0 x16","2048 MB, DDR3, 128 bit","709 MHz","900 MHz","384 / 32 / 16","AMD","Mobile"
"GeForce GTX 670MX","GK104","Oct 2012","PCIe 3.0 x16","3072 MB, GDDR5, 192 bit","601 MHz","700 MHz","960 / 80 / 24","AMD","Mobile"
"GeForce GTX 675MX","GK104","Oct 2012","MXM-B (3.0)","2048 MB, GDDR5, 256 bit","600 MHz","900 MHz","960 / 80 / 32","AMD","Mobile"
"GeForce GT 620M","GF108","Aug 2012","PCIe 2.0 x16","1024 MB, DDR3, 128 bit","660 MHz","900 MHz","96 / 16 / 4","AMD","Mobile"
"GeForce GT 650M Mac Edition","GK107","Jul 2012","PCIe 3.0 x16","512 MB, GDDR5, 128 bit","735 MHz","1000 MHz","384 / 32 / 16","AMD","Mobile"
"GeForce GTX 680M","GK104","Jun 2012","MXM-B (3.0)","4096 MB, GDDR5, 256 bit","719 MHz","900 MHz","1344 / 112 / 32","AMD","Mobile"
"GeForce 615","GF108","May 2012","PCIe 2.0 x16","1024 MB, DDR3, 128 bit","660 MHz","900 MHz","48 / 8 / 4","AMD","Mobile"
"GeForce GT 640M LE","GF108","May 2012","PCIe 2.0 x16","2048 MB, GDDR5, 128 bit","753 MHz","785 MHz","96 / 16 / 4","AMD","Mobile"
"GeForce GT 555M","GF116","Mar 2012","PCIe 2.0 x16","2048 MB, DDR3, 128 bit","675 MHz","900 MHz","144 / 24 / 16","AMD","Mobile"
"GeForce 620M","GF117","Mar 2012","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","625 MHz","900 MHz","96 / 16 / 8","AMD","Mobile"
"GeForce GT 620M","GF117","Mar 2012","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","625 MHz","900 MHz","96 / 16 / 8","AMD","Mobile"
"GeForce GT 630M","GF117","Mar 2012","MXM-A (3.0)","2048 MB, GDDR5, 128 bit","800 MHz","900 MHz","96 / 16 / 4","AMD","Mobile"
"GeForce GT 630M","GF108","Mar 2012","MXM-A (3.0)","1024 MB, DDR3, 64 bit","660 MHz","900 MHz","96 / 16 / 4","AMD","Mobile"
"GeForce GT 630M","GF108","Mar 2012","MXM-A (3.0)","1024 MB, DDR3, 64 bit","660 MHz","900 MHz","96 / 16 / 4","AMD","Mobile"
"GeForce GT 635M","GF116","Mar 2012","PCIe 2.0 x16","2048 MB, DDR3, 128 bit","650 MHz","900 MHz","144 / 24 / 16","AMD","Mobile"
"GeForce GT 635M","GF116","Mar 2012","PCIe 2.0 x16","2048 MB, DDR3, 128 bit","675 MHz","900 MHz","144 / 24 / 16","AMD","Mobile"
"GeForce GT 635M","GF108","Mar 2012","PCIe 2.0 x16","1024 MB, DDR3, 128 bit","660 MHz","900 MHz","96 / 16 / 4","AMD","Mobile"
"GeForce GT 640M","GK107","Mar 2012","PCIe 3.0 x16","2048 MB, DDR3, 128 bit","625 MHz","900 MHz","384 / 32 / 16","AMD","Mobile"
"GeForce GT 640M LE","GK107","Mar 2012","PCIe 3.0 x16","1024 MB, DDR3, 128 bit","500 MHz","900 MHz","384 / 32 / 16","AMD","Mobile"
"GeForce GT 650M","GK107","Mar 2012","PCIe 3.0 x16","1024 MB, DDR3, 128 bit","850 MHz","900 MHz","384 / 32 / 16","AMD","Mobile"
"GeForce GTX 660M","GK107","Mar 2012","MXM-B (3.0)","1024 MB, GDDR5, 128 bit","835 MHz","1000 MHz","384 / 32 / 16","AMD","Mobile"
"GeForce GTX 670M","GF114","Mar 2012","MXM-B (3.0)","1526 MB, GDDR5, 192 bit","598 MHz","750 MHz","336 / 56 / 24","AMD","Mobile"
"GeForce GTX 675M","GF114","Mar 2012","MXM-B (3.0)","2048 MB, GDDR5, 256 bit","620 MHz","750 MHz","384 / 64 / 32","AMD","Mobile"
"GeForce 610","GF119","Dec 2011","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","738 MHz","900 MHz","48 / 8 / 4","AMD","Mobile"
"GeForce 610M","GF119","Dec 2011","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","738 MHz","900 MHz","48 / 8 / 4","AMD","Mobile"
"GeForce 610M","GF117","Dec 2011","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","625 MHz","900 MHz","48 / 8 / 8","AMD","Mobile"
"GeForce 610M","GF108","Dec 2011","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","672 MHz","800 MHz","48 / 8 / 2","AMD","Mobile"
"GeForce GT 555M","GF106","Oct 2011","PCIe 2.0 x16","1024 MB, DDR3, 128 bit","525 MHz","900 MHz","144 / 24 / 16","AMD","Mobile"
"GeForce GT 555M","GF106","Jul 2011","PCIe 2.0 x16","1024 MB, DDR3, 128 bit","590 MHz","900 MHz","144 / 24 / 16","AMD","Mobile"
"GeForce GTX 570M","GF114","Jun 2011","MXM-B (3.0)","1536 MB, GDDR5, 192 bit","575 MHz","750 MHz","336 / 56 / 24","AMD","Mobile"
"GeForce GTX 580M","GF114","Jun 2011","MXM-B (3.0)","2048 MB, GDDR5, 256 bit","620 MHz","750 MHz","384 / 64 / 32","AMD","Mobile"
"GeForce GT 555M","GF108","Jun 2011","PCIe 2.0 x16","1024 MB, GDDR5, 128 bit","753 MHz","784 MHz","96 / 16 / 4","AMD","Mobile"
"GeForce GT 520MX","GF119","May 2011","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","900 MHz","900 MHz","48 / 8 / 4","AMD","Mobile"
"GeForce GTX 560M","GF116","May 2011","MXM-B (3.0)","1536 MB, GDDR5, 192 bit","775 MHz","625 MHz","192 / 32 / 24","AMD","Mobile"
"GeForce GT 555M","GF106","Mar 2011","PCIe 2.0 x16","1536 MB, DDR3, 192 bit","590 MHz","900 MHz","144 / 24 / 24","AMD","Mobile"
"GeForce GT 435M","GF106","Jan 2011","PCIe 2.0 x16","1024 MB, DDR3, 128 bit","590 MHz","800 MHz","96 / 16 / 16","AMD","Mobile"
"GeForce 315M","GT218","Jan 2011","PCIe 2.0 x16","512 MB, GDDR3, 64 bit","606 MHz","800 MHz","16 / 8 / 4","AMD","Mobile"
"GeForce 405M","GT218","Jan 2011","PCIe 2.0 x16","512 MB, GDDR3, 64 bit","606 MHz","800 MHz","16 / 8 / 4","AMD","Mobile"
"GeForce 410M","GF119","Jan 2011","PCIe 2.0 x16","512 MB, DDR3, 64 bit","575 MHz","800 MHz","48 / 8 / 4","AMD","Mobile"
"GeForce GT 520M","GF119","Jan 2011","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","740 MHz","800 MHz","48 / 8 / 4","AMD","Mobile"
"GeForce GT 520M","GF108","Jan 2011","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","672 MHz","800 MHz","48 / 8 / 4","AMD","Mobile"
"GeForce GT 525M","GF108","Jan 2011","PCIe 2.0 x16","1024 MB, DDR3, 128 bit","600 MHz","900 MHz","96 / 16 / 4","AMD","Mobile"
"GeForce GT 540M","GF108","Jan 2011","MXM-A (3.0)","1024 MB, DDR3, 128 bit","672 MHz","900 MHz","96 / 16 / 4","AMD","Mobile"
"GeForce GT 550M","GF108","Jan 2011","PCIe 2.0 x16","1024 MB, DDR3, 128 bit","740 MHz","900 MHz","96 / 16 / 4","AMD","Mobile"
"GeForce GTX 485M","GF104","Jan 2011","MXM-B (3.0)","2048 MB, GDDR5, 256 bit","575 MHz","750 MHz","384 / 64 / 32","AMD","Mobile"
"GeForce GT 415M","GF108","Sep 2010","PCIe 2.0 x16","512 MB, DDR3, 128 bit","500 MHz","800 MHz","48 / 8 / 4","AMD","Mobile"
"GeForce GT 420M","GF108","Sep 2010","PCIe 2.0 x16","512 MB, DDR3, 128 bit","500 MHz","800 MHz","96 / 16 / 4","AMD","Mobile"
"GeForce GT 425M","GF108","Sep 2010","PCIe 2.0 x16","1024 MB, DDR3, 128 bit","560 MHz","800 MHz","96 / 16 / 4","AMD","Mobile"
"GeForce GT 435M","GF108","Sep 2010","PCIe 2.0 x16","2048 MB, DDR3, 128 bit","650 MHz","800 MHz","96 / 16 / 4","AMD","Mobile"
"GeForce GT 445M","GF106","Sep 2010","PCIe 2.0 x16","1024 MB, GDDR5, 128 bit","570 MHz","625 MHz","144 / 24 / 16","AMD","Mobile"
"GeForce GT 445M","GF106","Sep 2010","PCIe 2.0 x16","3072 MB, DDR3, 192 bit","590 MHz","800 MHz","144 / 24 / 24","AMD","Mobile"
"GeForce GTX 460M","GF106","Sep 2010","PCIe 2.0 x16","1536 MB, GDDR5, 192 bit","675 MHz","625 MHz","192 / 32 / 24","AMD","Mobile"
"GeForce GTX 470M","GF104","Sep 2010","MXM-B (3.0)","1536 MB, GDDR5, 256 bit","550 MHz","625 MHz","288 / 48 / 24","AMD","Mobile"
"GeForce GTX 480M","GF100","May 2010","MXM-B (3.0)","2048 MB, GDDR5, 256 bit","425 MHz","600 MHz","352 / 44 / 32","AMD","Mobile"
"GeForce GT 330M Mac Edition","GT216","Apr 2010","MXM-A (3.0)","512 MB, GDDR3, 128 bit","500 MHz","790 MHz","48 / 16 / 8","AMD","Mobile"
"GeForce GT 320M","GT216","Mar 2010","PCIe 2.0 x16","1024 MB, DDR3, 128 bit","500 MHz","790 MHz","24 / 8 / 8","AMD","Mobile"
"GeForce GTX 285M","G92","Feb 2010","MXM-B (3.0)","1024 MB, GDDR3, 256 bit","600 MHz","1000 MHz","128 / 64 / 16","AMD","Mobile"
"GeForce GT 240M LE","G96","Jan 2010","PCIe 2.0 x16","512 MB, DDR2, 128 bit","600 MHz","400 MHz","32 / 16 / 8","AMD","Mobile"
"GeForce 305M","GT218","Jan 2010","PCIe 2.0 x16","512 MB, GDDR3, 64 bit","525 MHz","700 MHz","16 / 8 / 4","AMD","Mobile"
"GeForce 310M","GT218","Jan 2010","PCIe 2.0 x16","512 MB, GDDR3, 64 bit","625 MHz","800 MHz","16 / 8 / 4","AMD","Mobile"
"GeForce 310M","GT218","Jan 2010","PCIe 2.0 x16","1024 MB, DDR3, 64 bit","606 MHz","667 MHz","16 / 8 / 4","AMD","Mobile"
"GeForce 310M","GT218","Jan 2010","PCIe 2.0 x16","512 MB, DDR3, 64 bit","625 MHz","790 MHz","16 / 8 / 4","AMD","Mobile"
"GeForce GT 325M","GT216","Jan 2010","PCIe 2.0 x16","1024 MB, DDR3, 128 bit","450 MHz","700 MHz","48 / 16 / 8","AMD","Mobile"
"GeForce GT 330M","GT216","Jan 2010","MXM-A (3.0)","1024 MB, GDDR3, 128 bit","575 MHz","800 MHz","48 / 16 / 8","AMD","Mobile"
"GeForce GT 335M","GT215","Jan 2010","PCIe 2.0 x16","1024 MB, GDDR3, 128 bit","450 MHz","800 MHz","72 / 24 / 8","AMD","Mobile"
"GeForce GTS 350M","GT215","Jan 2010","MXM-II","1024 MB, GDDR5, 128 bit","500 MHz","800 MHz","96 / 32 / 8","AMD","Mobile"
"GeForce GTS 360M","GT215","Jan 2010","MXM-II","1024 MB, GDDR5, 128 bit","550 MHz","900 MHz","96 / 32 / 8","AMD","Mobile"
"GeForce G105M","GT218","Dec 2009","PCIe 2.0 x16","512 MB, DDR3, 64 bit","535 MHz","790 MHz","16 / 8 / 4","AMD","Mobile"
"GeForce G103M","G98","Sep 2009","PCIe 1.0 x16","512 MB, DDR2, 64 bit","640 MHz","500 MHz","8 / 8 / 4","AMD","Mobile"
"GeForce G105M","GT218","Jul 2009","PCIe 2.0 x16","256 MB, GDDR3, 64 bit","500 MHz","700 MHz","16 / 8 / 4","AMD","Mobile"
"GeForce G210M","GT218","Jun 2009","PCIe 2.0 x16","512 MB, GDDR3, 64 bit","625 MHz","800 MHz","16 / 8 / 4","AMD","Mobile"
"GeForce GT 120M","G96","Jun 2009","PCIe 2.0 x16","1024 MB, DDR2, 128 bit","500 MHz","500 MHz","32 / 16 / 8","AMD","Mobile"
"GeForce GT 220M","G96M C1","Jun 2009","MXM-II","512 MB, GDDR3, 128 bit","500 MHz","800 MHz","32 / 16 / 8","AMD","Mobile"
"GeForce GT 230M","GT216","Jun 2009","PCIe 2.0 x16","1024 MB, GDDR3, 128 bit","500 MHz","800 MHz","48 / 16 / 8","AMD","Mobile"
"GeForce GT 240M","GT216","Jun 2009","PCIe 2.0 x16","1024 MB, GDDR3, 128 bit","550 MHz","800 MHz","48 / 16 / 8","AMD","Mobile"
"GeForce GTS 250M","GT215","Jun 2009","PCIe 2.0 x16","1024 MB, GDDR5, 128 bit","500 MHz","800 MHz","96 / 32 / 8","AMD","Mobile"
"GeForce GTS 260M","GT215","Jun 2009","PCIe 2.0 x16","1024 MB, GDDR5, 128 bit","550 MHz","900 MHz","96 / 32 / 8","AMD","Mobile"
"GeForce GTS 150M","G94","Mar 2009","PCIe 2.0 x16","1024 MB, GDDR3, 256 bit","400 MHz","800 MHz","64 / 32 / 16","AMD","Mobile"
"GeForce GTS 160M","G94","Mar 2009","PCIe 2.0 x16","1024 MB, GDDR3, 256 bit","600 MHz","800 MHz","64 / 32 / 16","AMD","Mobile"
"GeForce GTX 260M","G92","Mar 2009","PCIe 2.0 x16","1024 MB, GDDR3, 256 bit","550 MHz","950 MHz","112 / 56 / 16","AMD","Mobile"
"GeForce GTX 280M","G92","Mar 2009","MXM-IV","1024 MB, GDDR3, 256 bit","585 MHz","950 MHz","128 / 64 / 16","AMD","Mobile"
"GeForce G105M","G98","Jan 2009","PCIe 2.0 x16","512 MB, GDDR3, 64 bit","640 MHz","700 MHz","8 / 8 / 4","AMD","Mobile"
"GeForce G110M","G96","Jan 2009","PCIe 2.0 x16","1024 MB, GDDR3, 64 bit","400 MHz","700 MHz","16 / 8 / 4","AMD","Mobile"
"GeForce GT 130M","G96","Jan 2009","PCIe 2.0 x16","1024 MB, GDDR3, 128 bit","600 MHz","800 MHz","32 / 16 / 8","AMD","Mobile"
"GeForce GT 120M Mac Edition","G96M C1","Dec 2008","PCIe 2.0 x16","256 MB, GDDR3, 128 bit","500 MHz","792 MHz","32 / 16 / 8","AMD","Mobile"
"GeForce 9800M GS","G94","Nov 2008","PCIe 2.0 x16","512 MB, GDDR3, 256 bit","530 MHz","800 MHz","64 / 32 / 16","AMD","Mobile"
"GeForce 9600M GT Mac Edition","G96","Oct 2008","MXM-II","512 MB, GDDR3, 128 bit","500 MHz","792 MHz","32 / 16 / 8","AMD","Mobile"
"GeForce 9650M GT","G96","Aug 2008","MXM-II","1024 MB, GDDR3, 128 bit","550 MHz","800 MHz","32 / 16 / 8","AMD","Mobile"
"GeForce 9700M GT","G96","Jul 2008","MXM-II","512 MB, GDDR3, 128 bit","625 MHz","800 MHz","32 / 16 / 8","AMD","Mobile"
"GeForce 9700M GTS","G94","Jul 2008","PCIe 2.0 x16","512 MB, GDDR3, 256 bit","530 MHz","800 MHz","48 / 24 / 16","AMD","Mobile"
"GeForce 9800M GT","G94","Jul 2008","PCIe 2.0 x16","512 MB, GDDR3, 256 bit","500 MHz","800 MHz","96 / 48 / 16","AMD","Mobile"
"GeForce 9800M GTS","G94","Jul 2008","PCIe 2.0 x16","512 MB, GDDR3, 256 bit","600 MHz","800 MHz","64 / 32 / 16","AMD","Mobile"
"GeForce 9800M GTX","G92","Jul 2008","PCIe 2.0 x16","1024 MB, GDDR3, 256 bit","500 MHz","800 MHz","112 / 56 / 16","AMD","Mobile"
"GeForce 9800S","G94","Jul 2008","PCIe 2.0 x16","512 MB, GDDR3, 256 bit","600 MHz","799 MHz","64 / 32 / 16","AMD","Mobile"
"GeForce 9300M GS","G98","Jun 2008","MXM-I","256 MB, GDDR3, 64 bit","550 MHz","700 MHz","8 / 8 / 4","AMD","Mobile"
"GeForce 9600M GT","G96","Jun 2008","MXM-II","512 MB, GDDR3, 128 bit","500 MHz","800 MHz","32 / 16 / 8","AMD","Mobile"
"GeForce 9200M GS","G98","Jun 2008","PCIe 2.0 x16","256 MB, GDDR3, 64 bit","550 MHz","700 MHz","8 / 8 / 4","AMD","Mobile"
"GeForce 9500M G","G96","Jun 2008","PCIe 2.0 x16","512 MB, GDDR3, 128 bit","500 MHz","800 MHz","16 / 8 / 8","AMD","Mobile"
"GeForce 9600M GS","G96","Jun 2008","MXM-II","1024 MB, GDDR3, 128 bit","430 MHz","800 MHz","32 / 16 / 8","AMD","Mobile"
"GeForce 9650M GS","G84","Mar 2008","PCIe 2.0 x16","512 MB, GDDR3, 128 bit","625 MHz","800 MHz","32 / 16 / 8","AMD","Mobile"
"GeForce 9300M G","G86","Feb 2008","PCIe 2.0 x16","256 MB, GDDR3, 64 bit","400 MHz","600 MHz","16 / 8 / 4","AMD","Mobile"
"GeForce 9500M GS","G84","Feb 2008","PCIe 1.0 x16","512 MB, GDDR3, 128 bit","475 MHz","700 MHz","32 / 16 / 8","AMD","Mobile"
"GeForce 8600M GT","G84","Dec 2007","MXM-II","512 MB, DDR2, 128 bit","475 MHz","400 MHz","32 / 16 / 16","AMD","Mobile"
"GeForce 8800M GTS","G92","Nov 2007","MXM-HE","512 MB, GDDR3, 256 bit","500 MHz","800 MHz","64 / 32 / 16","AMD","Mobile"
"GeForce 8800M GTX","G92","Nov 2007","MXM-HE","512 MB, GDDR3, 256 bit","500 MHz","800 MHz","96 / 48 / 16","AMD","Mobile"
"GeForce 8600M GT Mac Edition","G84","Oct 2007","MXM-II","512 MB, GDDR3, 128 bit","470 MHz","635 MHz","32 / 16 / 8","AMD","Mobile"
"GeForce 8700M GT","G84","Jun 2007","MXM-HE","512 MB, GDDR3, 128 bit","625 MHz","800 MHz","32 / 16 / 8","AMD","Mobile"
"GeForce 8400M G","G86","May 2007","PCIe 1.0 x16","256 MB, GDDR3, 64 bit","400 MHz","400 MHz","8 / 8 / 4","AMD","Mobile"
"GeForce 8400M GS","G86","May 2007","MXM-I","256 MB, DDR2, 64 bit","400 MHz","400 MHz","16 / 8 / 4","AMD","Mobile"
"GeForce 8400M GT","G86","May 2007","PCIe 1.0 x16","512 MB, GDDR3, 128 bit","450 MHz","600 MHz","16 / 8 / 4","AMD","Mobile"
"GeForce 8600M GS","G86","May 2007","MXM-II","512 MB, DDR2, 128 bit","450 MHz","400 MHz","16 / 8 / 4","AMD","Mobile"
"GeForce 8600M GT","G84","May 2007","MXM-II","512 MB, GDDR3, 128 bit","475 MHz","700 MHz","32 / 16 / 8","AMD","Mobile"
"RSX Reality Synthesizer","RSX-CDX2991","Nov 2006","IGP","256 MB, GDDR3, 128 bit","550 MHz","700 MHz","24 / 8 / 24 / 8","AMD","Mobile"
